National Total;Autonomous Communities and Cities;Index type;Indices and rates;Periodo;Total
Nacional;02 Aragón;General;Annual variation;2018QI;3.1
Nacional;02 Aragón;General;Annual variation;2017QIV;3.1
Nacional;02 Aragón;General;Annual variation;2017QIII;2.9
Nacional;02 Aragón;General;Annual variation;2017QII;1.6
Nacional;02 Aragón;General;Annual variation;2017QI;3.7
Nacional;02 Aragón;General;Annual variation;2016QIV;2.3
Nacional;02 Aragón;General;Annual variation;2016QIII;2
Nacional;02 Aragón;General;Annual variation;2016QII;1.3
Nacional;02 Aragón;General;Annual variation;2016QI;1.9
Nacional;02 Aragón;General;Annual variation;2015QIV;0.7
Nacional;02 Aragón;General;Annual variation;2015QIII;0.9
Nacional;02 Aragón;General;Annual variation;2015QII;1.3
Nacional;02 Aragón;General;Annual variation;2015QI;0.5
Nacional;02 Aragón;General;Annual variation;2014QIV;0.1
Nacional;02 Aragón;General;Annual variation;2014QIII;-2
Nacional;02 Aragón;General;Annual variation;2014QII;-2.3
Nacional;02 Aragón;General;Annual variation;2014QI;-4.9
Nacional;02 Aragón;General;Annual variation;2013QIV;-12.5
Nacional;02 Aragón;General;Annual variation;2013QIII;-11.1
Nacional;02 Aragón;General;Annual variation;2013QII;-14
Nacional;02 Aragón;General;Annual variation;2013QI;-13.2
Nacional;02 Aragón;General;Annual variation;2012QIV;-11.8
Nacional;02 Aragón;General;Annual variation;2012QIII;-16.2
Nacional;02 Aragón;General;Annual variation;2012QII;-14.5
Nacional;02 Aragón;General;Annual variation;2012QI;-14.9
Nacional;02 Aragón;General;Annual variation;2011QIV;-12.5
Nacional;02 Aragón;General;Annual variation;2011QIII;-6.7
Nacional;02 Aragón;General;Annual variation;2011QII;-7.5
Nacional;02 Aragón;General;Annual variation;2011QI;-6.2
Nacional;02 Aragón;General;Annual variation;2010QIV;-4.3
Nacional;02 Aragón;General;Annual variation;2010QIII;-5.9
Nacional;02 Aragón;General;Annual variation;2010QII;-5.2
Nacional;02 Aragón;General;Annual variation;2010QI;-6.2
Nacional;02 Aragón;General;Annual variation;2009QIV;-6.8
Nacional;02 Aragón;General;Annual variation;2009QIII;-8.5
Nacional;02 Aragón;General;Annual variation;2009QII;-10
Nacional;02 Aragón;General;Annual variation;2009QI;-9.7
Nacional;02 Aragón;General;Annual variation;2008QIV;-6.7
Nacional;02 Aragón;General;Annual variation;2008QIII;-5
Nacional;02 Aragón;General;Annual variation;2008QII;-0.2
Nacional;02 Aragón;General;Annual variation;2008QI;0.1
Nacional;02 Aragón;General;Annual variation;2007QIV;0.9
Nacional;02 Aragón;General;Annual variation;2007QIII;5.7
Nacional;02 Aragón;General;Annual variation;2007QII;6.7
Nacional;02 Aragón;General;Annual variation;2007QI;10.4
Nacional;02 Aragón;General;Year-to-date variation rate;2023QII;3.1
Nacional;02 Aragón;General;Year-to-date variation rate;2023QI;1.4
Nacional;02 Aragón;General;Year-to-date variation rate;2022QIV;4.3
Nacional;02 Aragón;General;Year-to-date variation rate;2022QIII;5.1
Nacional;02 Aragón;General;Year-to-date variation rate;2022QII;3.9
Nacional;02 Aragón;General;Year-to-date variation rate;2022QI;2.5
Nacional;02 Aragón;General;Year-to-date variation rate;2021QIV;6.3
Nacional;02 Aragón;General;Year-to-date variation rate;2021QIII;5.2
Nacional;02 Aragón;General;Year-to-date variation rate;2021QII;2.8
Nacional;02 Aragón;General;Year-to-date variation rate;2021QI;1.2
Nacional;02 Aragón;General;Year-to-date variation rate;2020QIV;1.1
Nacional;02 Aragón;General;Year-to-date variation rate;2020QIII;1.8
Nacional;02 Aragón;General;Year-to-date variation rate;2020QII;1.4
Nacional;02 Aragón;General;Year-to-date variation rate;2020QI;0.4
Nacional;02 Aragón;General;Year-to-date variation rate;2019QIV;5.5
Nacional;02 Aragón;General;Year-to-date variation rate;2019QIII;4.8
Nacional;02 Aragón;General;Year-to-date variation rate;2019QII;3.8
Nacional;02 Aragón;General;Year-to-date variation rate;2019QI;2.2
Nacional;02 Aragón;General;Year-to-date variation rate;2018QIV;6.2
Nacional;02 Aragón;General;Year-to-date variation rate;2018QIII;5.2
Nacional;02 Aragón;General;Year-to-date variation rate;2018QII;3.3
Nacional;02 Aragón;General;Year-to-date variation rate;2018QI;2
Nacional;02 Aragón;General;Year-to-date variation rate;2017QIV;3.1
Nacional;02 Aragón;General;Year-to-date variation rate;2017QIII;2.9
Nacional;02 Aragón;General;Year-to-date variation rate;2017QII;2
Nacional;02 Aragón;General;Year-to-date variation rate;2017QI;2
Nacional;02 Aragón;General;Year-to-date variation rate;2016QIV;2.3
Nacional;02 Aragón;General;Year-to-date variation rate;2016QIII;2.4
Nacional;02 Aragón;General;Year-to-date variation rate;2016QII;2.7
Nacional;02 Aragón;General;Year-to-date variation rate;2016QI;0.7
Nacional;02 Aragón;General;Year-to-date variation rate;2015QIV;0.7
Nacional;02 Aragón;General;Year-to-date variation rate;2015QIII;1
Nacional;02 Aragón;General;Year-to-date variation rate;2015QII;2
Nacional;02 Aragón;General;Year-to-date variation rate;2015QI;-0.6
Nacional;02 Aragón;General;Year-to-date variation rate;2014QIV;0.1
Nacional;02 Aragón;General;Year-to-date variation rate;2014QIII;0.2
Nacional;02 Aragón;General;Year-to-date variation rate;2014QII;0.7
Nacional;02 Aragón;General;Year-to-date variation rate;2014QI;-1
Nacional;02 Aragón;General;Year-to-date variation rate;2013QIV;-12.5
Nacional;02 Aragón;General;Year-to-date variation rate;2013QIII;-10.5
Nacional;02 Aragón;General;Year-to-date variation rate;2013QII;-9.8
Nacional;02 Aragón;General;Year-to-date variation rate;2013QI;-8.9
Nacional;02 Aragón;General;Year-to-date variation rate;2012QIV;-11.8
Nacional;02 Aragón;General;Year-to-date variation rate;2012QIII;-11.2
Nacional;02 Aragón;General;Year-to-date variation rate;2012QII;-7.5
Nacional;02 Aragón;General;Year-to-date variation rate;2012QI;-7.5
Nacional;02 Aragón;General;Year-to-date variation rate;2011QIV;-12.5
Nacional;02 Aragón;General;Year-to-date variation rate;2011QIII;-7.2
Nacional;02 Aragón;General;Year-to-date variation rate;2011QII;-5.3
Nacional;02 Aragón;General;Year-to-date variation rate;2011QI;-4.9
Nacional;02 Aragón;General;Year-to-date variation rate;2010QIV;-4.3
Nacional;02 Aragón;General;Year-to-date variation rate;2010QIII;-4.9
Nacional;02 Aragón;General;Year-to-date variation rate;2010QII;-2
Nacional;02 Aragón;General;Year-to-date variation rate;2010QI;-3
Nacional;02 Aragón;General;Year-to-date variation rate;2009QIV;-6.8
Nacional;02 Aragón;General;Year-to-date variation rate;2009QIII;-5.8
Nacional;02 Aragón;General;Year-to-date variation rate;2009QII;-3.7
Nacional;02 Aragón;General;Year-to-date variation rate;2009QI;-3.6
Nacional;02 Aragón;General;Year-to-date variation rate;2008QIV;-6.7
Nacional;02 Aragón;General;Year-to-date variation rate;2008QIII;-4
Nacional;02 Aragón;General;Year-to-date variation rate;2008QII;-0.1
Nacional;02 Aragón;General;Year-to-date variation rate;2008QI;-0.4
Nacional;02 Aragón;General;Year-to-date variation rate;2007QIV;0.9
Nacional;02 Aragón;General;Year-to-date variation rate;2007QIII;2
Nacional;02 Aragón;General;Year-to-date variation rate;2007QII;1
Nacional;02 Aragón;General;Year-to-date variation rate;2007QI;0.4
Nacional;02 Aragón;New dwelling;Index;2023QII;147.908
Nacional;02 Aragón;New dwelling;Index;2023QI;145.894
Nacional;02 Aragón;New dwelling;Index;2022QIV;138.293
Nacional;02 Aragón;New dwelling;Index;2022QIII;137.409
Nacional;02 Aragón;New dwelling;Index;2022QII;134.404
Nacional;02 Aragón;New dwelling;Index;2022QI;135.751
Nacional;02 Aragón;New dwelling;Index;2021QIV;131.674
Nacional;02 Aragón;New dwelling;Index;2021QIII;130.261
Nacional;02 Aragón;New dwelling;Index;2021QII;122.963
Nacional;02 Aragón;New dwelling;Index;2021QI;122.415
Nacional;02 Aragón;New dwelling;Index;2020QIV;122.344
Nacional;02 Aragón;New dwelling;Index;2020QIII;125.993
Nacional;02 Aragón;New dwelling;Index;2020QII;120.55
Nacional;02 Aragón;New dwelling;Index;2020QI;122.569
Nacional;02 Aragón;New dwelling;Index;2019QIV;118.626
Nacional;02 Aragón;New dwelling;Index;2019QIII;117.825
Nacional;02 Aragón;New dwelling;Index;2019QII;118.718
Nacional;02 Aragón;New dwelling;Index;2019QI;117.297
Nacional;02 Aragón;New dwelling;Index;2018QIV;112.875
Nacional;02 Aragón;New dwelling;Index;2018QIII;112.076
Nacional;02 Aragón;New dwelling;Index;2018QII;108.304
Nacional;02 Aragón;New dwelling;Index;2018QI;108.278
Nacional;02 Aragón;New dwelling;Index;2017QIV;105.046
Nacional;02 Aragón;New dwelling;Index;2017QIII;108.509
Nacional;02 Aragón;New dwelling;Index;2017QII;108.107
Nacional;02 Aragón;New dwelling;Index;2017QI;108.157
Nacional;02 Aragón;New dwelling;Index;2016QIV;102.896
Nacional;02 Aragón;New dwelling;Index;2016QIII;105.724
Nacional;02 Aragón;New dwelling;Index;2016QII;106.473
Nacional;02 Aragón;New dwelling;Index;2016QI;101.325
Nacional;02 Aragón;New dwelling;Index;2015QIV;99.401
Nacional;02 Aragón;New dwelling;Index;2015QIII;98.356
Nacional;02 Aragón;New dwelling;Index;2015QII;101.932
Nacional;02 Aragón;New dwelling;Index;2015QI;100.311
Nacional;02 Aragón;New dwelling;Index;2014QIV;97.405
Nacional;02 Aragón;New dwelling;Index;2014QIII;98.907
Nacional;02 Aragón;New dwelling;Index;2014QII;100.654
Nacional;02 Aragón;New dwelling;Index;2014QI;97.05
Nacional;02 Aragón;New dwelling;Index;2013QIV;97.993
Nacional;02 Aragón;New dwelling;Index;2013QIII;100.896
Nacional;02 Aragón;New dwelling;Index;2013QII;99.888
Nacional;02 Aragón;New dwelling;Index;2013QI;102.22
Nacional;02 Aragón;New dwelling;Index;2012QIV;114.155
Nacional;02 Aragón;New dwelling;Index;2012QIII;113.85
Nacional;02 Aragón;New dwelling;Index;2012QII;117.708
Nacional;02 Aragón;New dwelling;Index;2012QI;117.681
Nacional;02 Aragón;New dwelling;Index;2011QIV;125.785
Nacional;02 Aragón;New dwelling;Index;2011QIII;134.707
Nacional;02 Aragón;New dwelling;Index;2011QII;134.926
Nacional;02 Aragón;New dwelling;Index;2011QI;136.796
Nacional;02 Aragón;New dwelling;Index;2010QIV;140.121
Nacional;02 Aragón;New dwelling;Index;2010QIII;139.584
Nacional;02 Aragón;New dwelling;Index;2010QII;143.469
Nacional;02 Aragón;New dwelling;Index;2010QI;141.768
Nacional;02 Aragón;New dwelling;Index;2009QIV;147.64
Nacional;02 Aragón;New dwelling;Index;2009QIII;150.489
Nacional;02 Aragón;New dwelling;Index;2009QII;154.374
Nacional;02 Aragón;New dwelling;Index;2009QI;154.126
Nacional;02 Aragón;New dwelling;Index;2008QIV;160.288
Nacional;02 Aragón;New dwelling;Index;2008QIII;159.306
Nacional;02 Aragón;New dwelling;Index;2008QII;162.869
Nacional;02 Aragón;New dwelling;Index;2008QI;159.141
Nacional;02 Aragón;New dwelling;Index;2007QIV;159.186
Nacional;02 Aragón;New dwelling;Index;2007QIII;156.728
Nacional;02 Aragón;New dwelling;Index;2007QII;155.77
Nacional;02 Aragón;New dwelling;Index;2007QI;152.923
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2023QII;1.4
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2023QI;5.5
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2022QIV;0.6
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2022QIII;2.2
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2022QII;-1
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2022QI;3.1
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2021QIV;1.1
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2021QIII;5.9
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2021QII;0.4
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2021QI;0.1
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2020QIV;-2.9
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2020QIII;4.5
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2020QII;-1.6
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2020QI;3.3
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2019QIV;0.7
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2019QIII;-0.8
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2019QII;1.2
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2019QI;3.9
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2018QIV;0.7
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2018QIII;3.5
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2018QII;0
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2018QI;3.1
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2017QIV;-3.2
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2017QIII;0.4
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2017QII;0
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2017QI;5.1
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2016QIV;-2.7
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2016QIII;-0.7
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2016QII;5.1
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2016QI;1.9
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2015QIV;1.1
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2015QIII;-3.5
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2015QII;1.6
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2015QI;3
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2014QIV;-1.5
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2014QIII;-1.7
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2014QII;3.7
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2014QI;-1
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2013QIV;-2.9
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2013QIII;1
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2013QII;-2.3
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2013QI;-10.5
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2012QIV;0.3
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2012QIII;-3.3
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2012QII;0
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2012QI;-6.4
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2011QIV;-6.6
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2011QIII;-0.2
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2011QII;-1.4
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2011QI;-2.4
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2010QIV;0.4
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2010QIII;-2.7
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2010QII;1.2
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2010QI;-4
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2009QIV;-1.9
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2009QIII;-2.5
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2009QII;0.2
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2009QI;-3.8
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2008QIV;0.6
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2008QIII;-2.2
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2008QII;2.3
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2008QI;0
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2007QIV;1.6
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2007QIII;0.6
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2007QII;1.9
Nacional;02 Aragón;New dwelling;Quarterly variation rate;2007QI;1.4
Nacional;02 Aragón;New dwelling;Annual variation;2023QII;10
Nacional;02 Aragón;New dwelling;Annual variation;2023QI;7.5
Nacional;02 Aragón;New dwelling;Annual variation;2022QIV;5
Nacional;02 Aragón;New dwelling;Annual variation;2022QIII;5.5
Nacional;02 Aragón;New dwelling;Annual variation;2022QII;9.3
Nacional;02 Aragón;New dwelling;Annual variation;2022QI;10.9
Nacional;02 Aragón;New dwelling;Annual variation;2021QIV;7.6
Nacional;02 Aragón;New dwelling;Annual variation;2021QIII;3.4
Nacional;02 Aragón;New dwelling;Annual variation;2021QII;2
Nacional;02 Aragón;New dwelling;Annual variation;2021QI;-0.1
Nacional;02 Aragón;New dwelling;Annual variation;2020QIV;3.1
Nacional;02 Aragón;New dwelling;Annual variation;2020QIII;6.9
Nacional;02 Aragón;New dwelling;Annual variation;2020QII;1.5
Nacional;02 Aragón;New dwelling;Annual variation;2020QI;4.5
Nacional;02 Aragón;New dwelling;Annual variation;2019QIV;5.1
Nacional;02 Aragón;New dwelling;Annual variation;2019QIII;5.1
Nacional;02 Aragón;New dwelling;Annual variation;2019QII;9.6
Nacional;02 Aragón;New dwelling;Annual variation;2019QI;8.3
Nacional;02 Aragón;New dwelling;Annual variation;2018QIV;7.5
Nacional;02 Aragón;New dwelling;Annual variation;2018QIII;3.3
Nacional;02 Aragón;New dwelling;Annual variation;2018QII;0.2
Nacional;02 Aragón;New dwelling;Annual variation;2018QI;0.1
Nacional;02 Aragón;New dwelling;Annual variation;2017QIV;2.1
Nacional;02 Aragón;New dwelling;Annual variation;2017QIII;2.6
Nacional;02 Aragón;New dwelling;Annual variation;2017QII;1.5
Nacional;02 Aragón;New dwelling;Annual variation;2017QI;6.7
Nacional;02 Aragón;New dwelling;Annual variation;2016QIV;3.5
Nacional;02 Aragón;New dwelling;Annual variation;2016QIII;7.5
Nacional;02 Aragón;New dwelling;Annual variation;2016QII;4.5
Nacional;02 Aragón;New dwelling;Annual variation;2016QI;1
Nacional;02 Aragón;New dwelling;Annual variation;2015QIV;2
Nacional;02 Aragón;New dwelling;Annual variation;2015QIII;-0.6
Nacional;02 Aragón;New dwelling;Annual variation;2015QII;1.3
Nacional;02 Aragón;New dwelling;Annual variation;2015QI;3.4
Nacional;02 Aragón;New dwelling;Annual variation;2014QIV;-0.6
Nacional;02 Aragón;New dwelling;Annual variation;2014QIII;-2
Nacional;02 Aragón;New dwelling;Annual variation;2014QII;0.8
Nacional;02 Aragón;New dwelling;Annual variation;2014QI;-5.1
Nacional;02 Aragón;New dwelling;Annual variation;2013QIV;-14.2
Nacional;02 Aragón;New dwelling;Annual variation;2013QIII;-11.4
Nacional;02 Aragón;New dwelling;Annual variation;2013QII;-15.1
Nacional;02 Aragón;New dwelling;Annual variation;2013QI;-13.1
Nacional;02 Aragón;New dwelling;Annual variation;2012QIV;-9.2
Nacional;02 Aragón;New dwelling;Annual variation;2012QIII;-15.5
Nacional;02 Aragón;New dwelling;Annual variation;2012QII;-12.8
Nacional;02 Aragón;New dwelling;Annual variation;2012QI;-14
Nacional;02 Aragón;New dwelling;Annual variation;2011QIV;-10.2
Nacional;02 Aragón;New dwelling;Annual variation;2011QIII;-3.5
Nacional;02 Aragón;New dwelling;Annual variation;2011QII;-6
Nacional;02 Aragón;New dwelling;Annual variation;2011QI;-3.5
Nacional;02 Aragón;New dwelling;Annual variation;2010QIV;-5.1
Nacional;02 Aragón;New dwelling;Annual variation;2010QIII;-7.2
Nacional;02 Aragón;New dwelling;Annual variation;2010QII;-7.1
Nacional;02 Aragón;New dwelling;Annual variation;2010QI;-8
Nacional;02 Aragón;New dwelling;Annual variation;2009QIV;-7.9
Nacional;02 Aragón;New dwelling;Annual variation;2009QIII;-5.5
Nacional;02 Aragón;New dwelling;Annual variation;2009QII;-5.2
Nacional;02 Aragón;New dwelling;Annual variation;2009QI;-3.2
Nacional;02 Aragón;New dwelling;Annual variation;2008QIV;0.7
Nacional;02 Aragón;New dwelling;Annual variation;2008QIII;1.6
Nacional;02 Aragón;New dwelling;Annual variation;2008QII;4.6
Nacional;02 Aragón;New dwelling;Annual variation;2008QI;4.1
Nacional;02 Aragón;New dwelling;Annual variation;2007QIV;5.5
Nacional;02 Aragón;New dwelling;Annual variation;2007QIII;8
Nacional;02 Aragón;New dwelling;Annual variation;2007QII;10.3
Nacional;02 Aragón;New dwelling;Annual variation;2007QI;10.9
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2023QII;7
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2023QI;5.5
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2022QIV;5
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2022QIII;4.4
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2022QII;2.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2022QI;3.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2021QIV;7.6
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2021QIII;6.5
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2021QII;0.5
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2021QI;0.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2020QIV;3.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2020QIII;6.2
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2020QII;1.6
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2020QI;3.3
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2019QIV;5.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2019QIII;4.4
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2019QII;5.2
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2019QI;3.9
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2018QIV;7.5
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2018QIII;6.7
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2018QII;3.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2018QI;3.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2017QIV;2.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2017QIII;5.5
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2017QII;5.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2017QI;5.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2016QIV;3.5
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2016QIII;6.4
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2016QII;7.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2016QI;1.9
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2015QIV;2
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2015QIII;1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2015QII;4.6
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2015QI;3
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2014QIV;-0.6
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2014QIII;0.9
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2014QII;2.7
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2014QI;-1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2013QIV;-14.2
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2013QIII;-11.6
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2013QII;-12.5
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2013QI;-10.5
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2012QIV;-9.2
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2012QIII;-9.5
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2012QII;-6.4
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2012QI;-6.4
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2011QIV;-10.2
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2011QIII;-3.9
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2011QII;-3.7
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2011QI;-2.4
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2010QIV;-5.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2010QIII;-5.5
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2010QII;-2.8
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2010QI;-4
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2009QIV;-7.9
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2009QIII;-6.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2009QII;-3.7
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2009QI;-3.8
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2008QIV;0.7
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2008QIII;0.1
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2008QII;2.3
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2008QI;0
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2007QIV;5.5
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2007QIII;3.9
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2007QII;3.3
Nacional;02 Aragón;New dwelling;Year-to-date variation rate;2007QI;1.4
Nacional;02 Aragón;Second-hand dwelling;Index;2023QII;133.444
Nacional;02 Aragón;Second-hand dwelling;Index;2023QI;131.202
Nacional;02 Aragón;Second-hand dwelling;Index;2022QIV;130.717
Nacional;02 Aragón;Second-hand dwelling;Index;2022QIII;132.253
Nacional;02 Aragón;Second-hand dwelling;Index;2022QII;131.268
Nacional;02 Aragón;Second-hand dwelling;Index;2022QI;128.499
Nacional;02 Aragón;Second-hand dwelling;Index;2021QIV;125.611
Nacional;02 Aragón;Second-hand dwelling;Index;2021QIII;124.307
Nacional;02 Aragón;Second-hand dwelling;Index;2021QII;122.725
Nacional;02 Aragón;Second-hand dwelling;Index;2021QI;120.421
Nacional;02 Aragón;Second-hand dwelling;Index;2020QIV;118.595
Nacional;02 Aragón;Second-hand dwelling;Index;2020QIII;118.673
Nacional;02 Aragón;Second-hand dwelling;Index;2020QII;119.541
Nacional;02 Aragón;Second-hand dwelling;Index;2020QI;117.456
Nacional;02 Aragón;Second-hand dwelling;Index;2019QIV;117.994
Nacional;02 Aragón;Second-hand dwelling;Index;2019QIII;117.221
Nacional;02 Aragón;Second-hand dwelling;Index;2019QII;115.566
Nacional;02 Aragón;Second-hand dwelling;Index;2019QI;113.638
Nacional;02 Aragón;Second-hand dwelling;Index;2018QIV;111.735
Nacional;02 Aragón;Second-hand dwelling;Index;2018QIII;110.663
Nacional;02 Aragón;Second-hand dwelling;Index;2018QII;109.117
Nacional;02 Aragón;Second-hand dwelling;Index;2018QI;107.318
Nacional;02 Aragón;Second-hand dwelling;Index;2017QIV;105.523
Nacional;02 Aragón;Second-hand dwelling;Index;2017QIII;104.552
Nacional;02 Aragón;Second-hand dwelling;Index;2017QII;103.521
Nacional;02 Aragón;Second-hand dwelling;Index;2017QI;103.563
Nacional;02 Aragón;Second-hand dwelling;Index;2016QIV;102.113
Nacional;02 Aragón;Second-hand dwelling;Index;2016QIII;101.517
Nacional;02 Aragón;Second-hand dwelling;Index;2016QII;101.731
Nacional;02 Aragón;Second-hand dwelling;Index;2016QI;100.403
Nacional;02 Aragón;Second-hand dwelling;Index;2015QIV;100.044
