National Total;Autonomous Communities and Cities;Index type;Indices and rates;Periodo;Total
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2020QIV;2.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2020QIII;2.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2020QII;2.6
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2020QI;3.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2019QIV;4
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2019QIII;3.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2019QII;4.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2019QI;3.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2018QIV;4
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2018QIII;3.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2018QII;2.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2018QI;2.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2017QIV;1.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2017QIII;1.6
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2017QII;0.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2017QI;0.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2016QIV;0.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2016QIII;-0.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2016QII;0
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2016QI;2.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2015QIV;1.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2015QIII;1.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2015QII;1.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2015QI;1
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2014QIV;2.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2014QIII;2.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2014QII;1.9
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2014QI;-2.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2013QIV;-12.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2013QIII;-14.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2013QII;-16.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2013QI;-16.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2012QIV;-13
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2012QIII;-14.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2012QII;-13.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2012QI;-13.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2011QIV;-12
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2011QIII;-6.6
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2011QII;-7.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2011QI;-4.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2010QIV;-0.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2010QIII;-1.6
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2010QII;1.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2010QI;0
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2009QIV;-0.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2009QIII;-3.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2009QII;-5.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2009QI;-6.6
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2008QIV;-5.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2008QIII;-2.9
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2008QII;0.9
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2008QI;6.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2007QIV;9.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2007QIII;13
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2007QII;14.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2007QI;15.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2023QII;1.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2023QI;-0.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2022QIV;4.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2022QIII;6.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2022QII;5.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2022QI;3.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2021QIV;6.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2021QIII;5.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2021QII;2.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2021QI;0.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2020QIV;2.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2020QIII;1.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2020QII;1.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2020QI;-0.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2019QIV;4
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2019QIII;3.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2019QII;2.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2019QI;0.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2018QIV;4
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2018QIII;4
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2018QII;1.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2018QI;0.9
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2017QIV;1.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2017QIII;2.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2017QII;1.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2017QI;0
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2016QIV;0.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2016QIII;0.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2016QII;0.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2016QI;-0.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2015QIV;1.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2015QIII;2.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2015QII;2
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2015QI;-1.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2014QIV;2.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2014QIII;3.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2014QII;3.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2014QI;0.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2013QIV;-12.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2013QIII;-11
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2013QII;-10.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2013QI;-9.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2012QIV;-13
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2012QIII;-9.9
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2012QII;-7.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2012QI;-5.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2011QIV;-12
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2011QIII;-7.6
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2011QII;-5.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2011QI;-4.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2010QIV;-0.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2010QIII;-1.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2010QII;0.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2010QI;-0.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2009QIV;-0.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2009QIII;-0.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2009QII;-1
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2009QI;-1
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2008QIV;-5.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2008QIII;-3
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2008QII;-1
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2008QI;0.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2007QIV;9.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2007QIII;9.6
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2007QII;7.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Year-to-date variation rate;2007QI;3.3
Nacional;15 Navarra. Comunidad Foral de;General;Index;2023QII;131.585
Nacional;15 Navarra. Comunidad Foral de;General;Index;2023QI;130.11
Nacional;15 Navarra. Comunidad Foral de;General;Index;2022QIV;126.95
Nacional;15 Navarra. Comunidad Foral de;General;Index;2022QIII;126.074
Nacional;15 Navarra. Comunidad Foral de;General;Index;2022QII;124.561
Nacional;15 Navarra. Comunidad Foral de;General;Index;2022QI;123.026
Nacional;15 Navarra. Comunidad Foral de;General;Index;2021QIV;118.408
Nacional;15 Navarra. Comunidad Foral de;General;Index;2021QIII;118.054
Nacional;15 Navarra. Comunidad Foral de;General;Index;2021QII;116.122
Nacional;15 Navarra. Comunidad Foral de;General;Index;2021QI;114.172
Nacional;15 Navarra. Comunidad Foral de;General;Index;2020QIV;112.541
Nacional;15 Navarra. Comunidad Foral de;General;Index;2020QIII;114.308
Nacional;15 Navarra. Comunidad Foral de;General;Index;2020QII;113.207
Nacional;15 Navarra. Comunidad Foral de;General;Index;2020QI;113.909
Nacional;15 Navarra. Comunidad Foral de;General;Index;2019QIV;111.887
Nacional;15 Navarra. Comunidad Foral de;General;Index;2019QIII;112.359
Nacional;15 Navarra. Comunidad Foral de;General;Index;2019QII;111.85
Nacional;15 Navarra. Comunidad Foral de;General;Index;2019QI;110.358
Nacional;15 Navarra. Comunidad Foral de;General;Index;2018QIV;108.393
Nacional;15 Navarra. Comunidad Foral de;General;Index;2018QIII;109.013
Nacional;15 Navarra. Comunidad Foral de;General;Index;2018QII;107.657
Nacional;15 Navarra. Comunidad Foral de;General;Index;2018QI;105.165
Nacional;15 Navarra. Comunidad Foral de;General;Index;2017QIV;104.199
Nacional;15 Navarra. Comunidad Foral de;General;Index;2017QIII;104.517
Nacional;15 Navarra. Comunidad Foral de;General;Index;2017QII;104.063
Nacional;15 Navarra. Comunidad Foral de;General;Index;2017QI;102.962
Nacional;15 Navarra. Comunidad Foral de;General;Index;2016QIV;102.015
Nacional;15 Navarra. Comunidad Foral de;General;Index;2016QIII;102.319
Nacional;15 Navarra. Comunidad Foral de;General;Index;2016QII;101.38
Nacional;15 Navarra. Comunidad Foral de;General;Index;2016QI;100.992
Nacional;15 Navarra. Comunidad Foral de;General;Index;2015QIV;100.082
Nacional;15 Navarra. Comunidad Foral de;General;Index;2015QIII;100.146
Nacional;15 Navarra. Comunidad Foral de;General;Index;2015QII;101.241
Nacional;15 Navarra. Comunidad Foral de;General;Index;2015QI;98.531
Nacional;15 Navarra. Comunidad Foral de;General;Index;2014QIV;98.341
Nacional;15 Navarra. Comunidad Foral de;General;Index;2014QIII;98.773
Nacional;15 Navarra. Comunidad Foral de;General;Index;2014QII;101.062
Nacional;15 Navarra. Comunidad Foral de;General;Index;2014QI;99.403
Nacional;15 Navarra. Comunidad Foral de;General;Index;2013QIV;102.609
Nacional;15 Navarra. Comunidad Foral de;General;Index;2013QIII;106.145
Nacional;15 Navarra. Comunidad Foral de;General;Index;2013QII;107.584
Nacional;15 Navarra. Comunidad Foral de;General;Index;2013QI;108.802
Nacional;15 Navarra. Comunidad Foral de;General;Index;2012QIV;118.174
Nacional;15 Navarra. Comunidad Foral de;General;Index;2012QIII;119.193
Nacional;15 Navarra. Comunidad Foral de;General;Index;2012QII;121.039
Nacional;15 Navarra. Comunidad Foral de;General;Index;2012QI;121.204
Nacional;15 Navarra. Comunidad Foral de;General;Index;2011QIV;132.802
Nacional;15 Navarra. Comunidad Foral de;General;Index;2011QIII;139.95
Nacional;15 Navarra. Comunidad Foral de;General;Index;2011QII;141.497
Nacional;15 Navarra. Comunidad Foral de;General;Index;2011QI;143.602
Nacional;15 Navarra. Comunidad Foral de;General;Index;2010QIV;149.052
Nacional;15 Navarra. Comunidad Foral de;General;Index;2010QIII;148.684
Nacional;15 Navarra. Comunidad Foral de;General;Index;2010QII;153.137
Nacional;15 Navarra. Comunidad Foral de;General;Index;2010QI;153.357
Nacional;15 Navarra. Comunidad Foral de;General;Index;2009QIV;158.315
Nacional;15 Navarra. Comunidad Foral de;General;Index;2009QIII;158.985
Nacional;15 Navarra. Comunidad Foral de;General;Index;2009QII;163.177
Nacional;15 Navarra. Comunidad Foral de;General;Index;2009QI;164.339
Nacional;15 Navarra. Comunidad Foral de;General;Index;2008QIV;172.655
Nacional;15 Navarra. Comunidad Foral de;General;Index;2008QIII;176.912
Nacional;15 Navarra. Comunidad Foral de;General;Index;2008QII;184.034
Nacional;15 Navarra. Comunidad Foral de;General;Index;2008QI;182.831
Nacional;15 Navarra. Comunidad Foral de;General;Index;2007QIV;182.983
Nacional;15 Navarra. Comunidad Foral de;General;Index;2007QIII;186.732
Nacional;15 Navarra. Comunidad Foral de;General;Index;2007QII;182.933
Nacional;15 Navarra. Comunidad Foral de;General;Index;2007QI;181.143
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2023QII;1.1
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2023QI;2.5
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2022QIV;0.7
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2022QIII;1.2
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2022QII;1.2
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2022QI;3.9
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2021QIV;0.3
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2021QIII;1.7
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2021QII;1.7
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2021QI;1.4
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2020QIV;-1.5
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2020QIII;1
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2020QII;-0.6
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2020QI;1.8
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2019QIV;-0.4
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2019QIII;0.5
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2019QII;1.4
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2019QI;1.8
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2018QIV;-0.6
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2018QIII;1.3
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2018QII;2.4
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2018QI;0.9
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2017QIV;-0.3
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2017QIII;0.4
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2017QII;1.1
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2017QI;0.9
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2016QIV;-0.3
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2016QIII;0.9
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2016QII;0.4
Nacional;15 Navarra. Comunidad Foral de;General;Quarterly variation rate;2016QI;0.9
